chrom	pos	phyloP100way_vertebrate	phastCons100way_vertebrate	GERP++_RS	GERP++_NR	SiPhy_29way_logOdds
21	49131139	0.9706777153208681	0.32315905102251125	2.3754772249974256	2.332359329819652	0.27982156845277373
14	105712755	-3.3305666836972314	0.09992002767361109	0.48756162565015293	3.2013080087884545	0.04439596323254782
18	86382102	1.4812428254797707	0.3213666484305198	0.05439005731758506	5.691350406641312	2.726287363865051
8	42785706	0.926303810632364	0.0486678173437116	-1.1223721435981782	4.720085563674596	1.6891165104949692
12	118042587	0.3838589362665582	0.04121196905845837	4.425697163991767	6.633638410488823	0.5982684546889017
4	158937953	-0.12595444011341717	0.2799922734615711	3.969804573618299	8.941705447420091	1.6182676050740463
4	197705906	-0.6031479320953881	0.49933380196549854	1.7167506811150492	0.0	1.3466237632327922
2	25429353	-1.7141939131246013	0.4972395665737576	4.641335281554754	0.7368767869626369	3.6601484386881804
9	159078928	0.5582521652067454	0.6082702403263308	1.6823679546545418	2.8658415761424525	1.5982244925398397
3	50111977	1.0702862527908117	0.3705479438018194	1.1927895119407501	3.0652998926462582	5.2157897451684985
19	155105352	-5.082520659853308	0.2542319920252308	5.892552594737747	9.946993623956978	0.13517662028906027
1	133910751	-1.4740957783115092	0.3039892034662672	6.567822892164889	0.14402126126225934	3.0102250991010147
11	114764483	1.7684760456282342	0.17802922094465512	5.730739883389677	1.0131743524201058	0.3400583378605797
2	46398849	1.8093262875960643	0.14555689112058132	2.673093938568174	7.046898886071762	1.196470235343445
21	80720579	-1.6291251190951812	0.18310025200802696	3.9540340363350293	8.267802379338791	0.7146049559986366
3	69854603	-1.2480473590051955	0.2645309088922578	2.3825742820112437	4.055278687738262	0.04399013639246077
1	82246948	-1.0536721926454466	0.4374025639271872	-0.70144718902471	9.22636879605868	4.795603512139277
17	161997065	1.0775936470279903	0.2727026027331718	2.5727705380632075	7.059116938046332	0.7226845479067101
9	44197212	-1.238759971085748	0.026596955852283524	2.6863014209493206	8.458112551119218	0.8020003526297466
19	195063698	-0.859890594619779	0.3535736894407165	2.1784515143673313	4.704992324538553	4.579881243931599
10	149572826	2.492526155183343	0.36355975669707125	5.20389725683329	5.471558139686447	9.721637064594235
2	65995545	-0.9278455570558234	0.10627379545535687	1.196458025658963	2.8592209931105224	3.996103228597988
12	34238802	-1.4160525345114972	0.16745101258753745	6.005656004600251	8.819008550317031	0.4461688020754614
13	175987984	-0.7446809597707013	0.5110190836817279	2.0423210889959353	4.2213899422485275	7.247574607365701
16	41170854	2.3385634802872244	0.571760100829178	4.185475771538638	3.6993053982392565	1.956646199001201
7	146195374	-1.378715396695364	0.4542556630004079	6.189065100294307	3.341102320579978	2.2362279374819676
4	189661266	-0.5798748475897066	0.3013423914345467	4.783619690477469	7.250516652424605	5.09615722580113
14	178506652	2.1896555839123137	0.3566718133931369	5.1022258043181274	4.995036059624181	5.695920979330504
1	53068115	-1.3730510401227296	0.13280765785113494	9.448301148447765	5.324811703298504	0.7669679824672018
8	190282968	0.6954019722315431	0.3213869380191323	1.9394549500284861	3.7339116020811822	2.07848317917865
5	80354764	-0.7380447234645983	0.23912154759038745	4.663864438133302	5.433167391483796	4.058853827013273
16	125636230	-1.2538173304633704	0.4040167317703895	2.854855129020101	0.4612130759233022	12.353830089555217
21	1153253	-2.227097882728635	0.3523934785413401	3.0195827974162555	5.395811991409958	2.342432407364842
8	70441135	-2.917519628518995	0.3990856714197586	3.715663214835484	6.207734219023626	2.812901366525753
10	126289018	0.761261661335427	0.5188142397623622	3.9759779379818214	6.279214191143363	1.5003883940802427
18	182976111	1.753155007101919	0.08471197793002783	4.4206153168218885	0.9710447679533871	2.0706155759904115
8	157426849	-5.413440153569709	0.3362335936976266	-0.9511818064355197	1.5127606751437925	0.8555164138418738
6	165255347	3.8317172639870245	0.487345174364336	2.858232380592191	7.456460435606073	11.681669441410799
20	196722456	-0.41591413770270447	0.39039626207796146	3.534864178484283	4.76908932700986	0.8144856798356788
15	38887296	0.9594186424800697	0.31797114458245906	-0.19083938681223156	4.992349218579065	3.7618692137497662
8	185336533	-0.20000438476294344	0.14111027255572073	3.1057567720687045	0.554203206628122	1.7734611819227066
17	104702322	1.1231968807939985	0.5528345677144977	1.6658932710068133	1.1560273159987853	3.984237287190613
3	185759113	-2.569807250982683	0.4162263997785316	3.0765149288345843	4.764391189431121	0.05645362758988786
16	74575148	-1.1496281005682962	0.2474899241339986	7.131503426694041	0.0	0.5808719817936321
21	16206327	-1.4618497480059698	0.41483763975089855	3.618776513277481	8.509041802161148	2.794860915086399
11	185566194	-1.6434377881599347	0.24754487619049095	6.071774350621645	1.8745342360242825	2.3647254207929818
2	39582507	-0.1526800741219792	0.24739726783484806	6.758621039122923	3.5219264854420236	1.4758773557408336
11	39441137	2.5109551783344877	0.650245949191021	6.74941613452906	6.667492179756729	3.7679198251389483
10	178850296	2.4913931130165925	0.7119137531130908	1.2492139172780234	0.0	5.385457998115134
10	156649861	0.10712439162926665	0.06640388419860292	2.9468191562166073	2.706433795221011	1.836570455297156
13	144170976	-1.536983337709851	0.14945026280905319	2.009644979908253	4.827215142262674	9.396216096251218
11	125449464	0.5416433716316005	0.3409972691047003	-0.40548789116351003	2.6725533826200794	5.082271610704413
21	63651996	0.09666697722301727	0.36439652316728294	2.8462696862445567	4.351344026541993	0.44298143576159416
21	47685671	-1.349826614688848	0.33928214255935657	5.723522737926627	1.8307413676796678	2.5510638033260267
11	166461523	-0.5440349840807737	0.3773492485263983	6.171356108510224	7.860529377677281	4.12427704474349
9	31368324	0.17054819259306606	0.3347559960224936	2.3125913605859214	6.707138583233954	3.324491691770862
4	110341737	0.9126222257198721	0.09997650592659867	5.617668456811799	8.536892469749203	0.2012487828462238
18	82475737	-2.8988609022273564	0.6133976213337676	1.5415377626101499	7.22692277025134	4.655317654113061
19	36796929	-1.0429266327996864	0.14649634177409365	7.099610727555109	6.608798134512197	0.6717734285158219
16	88211278	5.592881206673467	0.1170872831753954	2.7907865967077052	8.339369393695709	1.523100194675135
